Destination,Destination Port,Label,UNKNOWN,smtp,ssh,web
194.7.248.153,24626,UNKNOWN,1.0,,,
194.7.248.153,24627,UNKNOWN,1.0,,,
194.7.248.153,24632,UNKNOWN,1.0,,,
194.7.248.153,24633,UNKNOWN,1.0,,,
194.7.248.153,24634,UNKNOWN,1.0,,,
194.7.248.153,24637,UNKNOWN,1.0,,,
194.7.248.153,24638,UNKNOWN,1.0,,,
194.7.248.153,24639,UNKNOWN,1.0,,,
194.7.248.153,24640,UNKNOWN,1.0,,,
194.7.248.153,24641,UNKNOWN,1.0,,,
194.7.248.153,24642,UNKNOWN,1.0,,,
194.7.248.153,24643,UNKNOWN,1.0,,,
194.7.248.153,24644,UNKNOWN,1.0,,,
194.7.248.153,24648,UNKNOWN,1.0,,,
194.7.248.153,24650,UNKNOWN,1.0,,,
194.7.248.153,24651,UNKNOWN,1.0,,,
194.7.248.153,24652,UNKNOWN,1.0,,,
194.7.248.153,24657,UNKNOWN,1.0,,,
194.7.248.153,24664,UNKNOWN,1.0,,,
194.7.248.153,24666,UNKNOWN,1.0,,,
194.7.248.153,24668,UNKNOWN,1.0,,,
194.7.248.153,24669,UNKNOWN,1.0,,,
194.7.248.153,24671,UNKNOWN,1.0,,,
194.7.248.153,24672,UNKNOWN,1.0,,,
194.7.248.153,24674,UNKNOWN,1.0,,,
194.7.248.153,24676,UNKNOWN,1.0,,,
194.7.248.153,24678,UNKNOWN,1.0,,,
194.7.248.153,24679,UNKNOWN,,,,1.0
194.7.248.153,24680,UNKNOWN,1.0,,,
194.7.248.153,24681,UNKNOWN,1.0,,,
194.7.248.153,25251,UNKNOWN,1.0,,,
194.7.248.153,25315,UNKNOWN,1.0,,,
194.7.248.153,25376,UNKNOWN,1.0,,,
194.7.248.153,25390,UNKNOWN,1.0,,,
194.7.248.153,25654,UNKNOWN,1.0,,,
194.7.248.153,25655,UNKNOWN,1.0,,,
194.7.248.153,25656,UNKNOWN,1.0,,,
194.7.248.153,25658,UNKNOWN,1.0,,,
194.7.248.153,25672,UNKNOWN,1.0,,,
194.7.248.153,25673,UNKNOWN,1.0,,,
194.7.248.153,25674,UNKNOWN,1.0,,,
194.7.248.153,25675,UNKNOWN,1.0,,,
194.7.248.153,26119,UNKNOWN,1.0,,,
194.7.248.153,26120,UNKNOWN,1.0,,,
194.7.248.153,26258,UNKNOWN,1.0,,,
194.7.248.153,26322,UNKNOWN,1.0,,,
194.7.248.153,26387,UNKNOWN,1.0,,,
194.7.248.153,26388,UNKNOWN,1.0,,,
194.7.248.153,26451,UNKNOWN,1.0,,,
194.7.248.153,28745,UNKNOWN,1.0,,,
194.7.248.153,28746,UNKNOWN,1.0,,,
194.7.248.153,28747,UNKNOWN,1.0,,,
194.7.248.153,28751,UNKNOWN,1.0,,,
194.7.248.153,28752,UNKNOWN,1.0,,,
194.7.248.153,28754,UNKNOWN,1.0,,,
194.7.248.153,28755,UNKNOWN,1.0,,,
194.7.248.153,28756,UNKNOWN,1.0,,,
194.7.248.153,28758,UNKNOWN,1.0,,,
194.7.248.153,28761,UNKNOWN,1.0,,,
194.7.248.153,28762,UNKNOWN,1.0,,,
194.7.248.153,28764,UNKNOWN,1.0,,,
194.7.248.153,28766,UNKNOWN,1.0,,,
194.7.248.153,28768,UNKNOWN,1.0,,,
194.7.248.153,28769,UNKNOWN,1.0,,,
194.7.248.153,28770,UNKNOWN,1.0,,,
194.7.248.153,28771,UNKNOWN,1.0,,,
194.7.248.153,28772,UNKNOWN,1.0,,,
194.7.248.153,28776,UNKNOWN,1.0,,,
194.7.248.153,28778,UNKNOWN,1.0,,,
194.7.248.153,28779,UNKNOWN,1.0,,,
194.7.248.153,28780,UNKNOWN,1.0,,,
194.7.248.153,28792,UNKNOWN,1.0,,,
194.7.248.153,28796,UNKNOWN,1.0,,,
194.7.248.153,29833,UNKNOWN,1.0,,,
194.7.248.153,29837,UNKNOWN,1.0,,,
194.7.248.153,29838,UNKNOWN,1.0,,,
194.7.248.153,29851,UNKNOWN,1.0,,,
194.7.248.153,29902,UNKNOWN,1.0,,,
194.7.248.153,30219,UNKNOWN,1.0,,,
194.7.248.153,30280,UNKNOWN,1.0,,,
194.7.248.153,30282,UNKNOWN,1.0,,,
194.7.248.153,30283,UNKNOWN,1.0,,,
194.7.248.153,30284,UNKNOWN,1.0,,,
194.7.248.153,30675,UNKNOWN,1.0,,,
194.7.248.153,30732,UNKNOWN,1.0,,,
194.7.248.153,30735,UNKNOWN,1.0,,,
194.7.248.153,30736,UNKNOWN,1.0,,,
194.7.248.153,30737,UNKNOWN,1.0,,,
194.7.248.153,30738,UNKNOWN,1.0,,,
194.7.248.153,30742,UNKNOWN,1.0,,,
194.7.248.153,30743,UNKNOWN,1.0,,,
194.7.248.153,30744,UNKNOWN,1.0,,,
194.7.248.153,30745,UNKNOWN,1.0,,,
194.7.248.153,30747,UNKNOWN,1.0,,,
194.7.248.153,30748,UNKNOWN,1.0,,,
194.7.248.153,30751,UNKNOWN,1.0,,,
194.7.248.153,30760,UNKNOWN,1.0,,,
194.7.248.153,30762,UNKNOWN,1.0,,,
194.7.248.153,30763,UNKNOWN,1.0,,,
194.7.248.153,30764,UNKNOWN,1.0,,,
194.7.248.153,30765,UNKNOWN,1.0,,,
194.7.248.153,30800,UNKNOWN,1.0,,,
194.7.248.153,30801,UNKNOWN,1.0,,,
194.7.248.153,30802,UNKNOWN,1.0,,,
194.7.248.153,30806,UNKNOWN,1.0,,,
194.7.248.153,30807,UNKNOWN,1.0,,,
194.7.248.153,30808,UNKNOWN,1.0,,,
194.7.248.153,30809,UNKNOWN,1.0,,,
194.7.248.153,30811,UNKNOWN,1.0,,,
194.7.248.153,30812,UNKNOWN,1.0,,,
194.7.248.153,30815,UNKNOWN,1.0,,,
194.7.248.153,30824,UNKNOWN,1.0,,,
194.7.248.153,30826,UNKNOWN,1.0,,,
194.7.248.153,30874,UNKNOWN,1.0,,,
194.7.248.153,30878,UNKNOWN,1.0,,,
194.7.248.153,30942,UNKNOWN,1.0,,,
194.7.248.153,31006,UNKNOWN,1.0,,,
194.7.248.153,31441,UNKNOWN,1.0,,,
194.7.248.153,31453,UNKNOWN,,1.0,,
194.7.248.153,31454,UNKNOWN,1.0,,,
194.7.248.153,31455,UNKNOWN,1.0,,,
194.78.114.4,80,web,,,,10.0
195.1.4.101,80,web,,,,15.0
195.1.4.112,80,web,,,,6.0
195.108.189.116,80,web,,,,1.0
195.11.189.251,80,web,,,,18.0
195.115.218.108,23,ssh,,40.0,34.0,
195.115.218.108,25,smtp,16.0,686.0,,96.0
195.115.218.108,79,UNKNOWN,,32.0,,50.0
195.115.218.108,110,UNKNOWN,,18.0,,8.0
195.115.218.108,113,UNKNOWN,,,,3.0
195.115.218.108,1106,UNKNOWN,,1.0,,
195.115.218.108,1108,UNKNOWN,1.0,,,
195.115.218.108,1129,UNKNOWN,1.0,,,
195.115.218.108,1130,UNKNOWN,1.0,,,
195.115.218.108,1271,UNKNOWN,1.0,,,
195.115.218.108,1330,UNKNOWN,1.0,,,
195.115.218.108,1332,UNKNOWN,1.0,,,
195.115.218.108,1335,UNKNOWN,1.0,,,
195.115.218.108,1362,UNKNOWN,1.0,,,
195.115.218.108,1425,UNKNOWN,1.0,,,
195.115.218.108,1489,UNKNOWN,1.0,,,
195.115.218.108,1558,UNKNOWN,1.0,,,
195.115.218.108,1559,UNKNOWN,1.0,,,
195.115.218.108,1620,UNKNOWN,1.0,,,
195.115.218.108,1622,UNKNOWN,1.0,,,
195.115.218.108,1623,UNKNOWN,1.0,,,
195.115.218.108,1685,UNKNOWN,1.0,,,
195.115.218.108,1686,UNKNOWN,1.0,,,
195.115.218.108,1687,UNKNOWN,1.0,,,
195.115.218.108,1749,UNKNOWN,1.0,,,
195.115.218.108,1750,UNKNOWN,1.0,,,
195.115.218.108,1751,UNKNOWN,1.0,,,
195.115.218.108,1814,UNKNOWN,1.0,,,
195.115.218.108,1876,UNKNOWN,1.0,,,
195.115.218.108,1877,UNKNOWN,1.0,,,
195.115.218.108,1878,UNKNOWN,1.0,,,
195.115.218.108,1941,UNKNOWN,1.0,,,
195.115.218.108,2004,UNKNOWN,1.0,,,
195.115.218.108,2005,UNKNOWN,1.0,,,
195.115.218.108,2059,UNKNOWN,1.0,,,
195.115.218.108,2060,UNKNOWN,1.0,,,
195.115.218.108,2061,UNKNOWN,1.0,,,
195.115.218.108,2063,UNKNOWN,1.0,,,
195.115.218.108,2064,UNKNOWN,1.0,,,
195.115.218.108,2065,UNKNOWN,1.0,,,
195.115.218.108,2066,UNKNOWN,1.0,,,
195.115.218.108,2067,UNKNOWN,1.0,,,
195.115.218.108,2068,UNKNOWN,1.0,,,
195.115.218.108,2120,UNKNOWN,1.0,,,
195.115.218.108,2122,UNKNOWN,1.0,,,
195.115.218.108,2123,UNKNOWN,1.0,,,
195.115.218.108,2124,UNKNOWN,1.0,,,
195.115.218.108,2132,UNKNOWN,1.0,,,
195.115.218.108,2136,UNKNOWN,1.0,,,
195.115.218.108,2138,UNKNOWN,2.0,,,
195.115.218.108,2139,UNKNOWN,2.0,,,
195.115.218.108,2140,UNKNOWN,2.0,,,
195.115.218.108,2176,UNKNOWN,2.0,,,
195.115.218.108,2240,UNKNOWN,2.0,,,
195.115.218.108,2299,UNKNOWN,1.0,,,
195.115.218.108,2302,UNKNOWN,1.0,,,
195.115.218.108,2307,UNKNOWN,2.0,,,
195.115.218.108,2314,UNKNOWN,2.0,,,
195.115.218.108,2365,UNKNOWN,1.0,,,
195.115.218.108,2366,UNKNOWN,1.0,,,
195.115.218.108,2376,UNKNOWN,1.0,,,
195.115.218.108,2377,UNKNOWN,2.0,,,
195.115.218.108,2378,UNKNOWN,2.0,,,
195.115.218.108,2441,UNKNOWN,1.0,,,
195.115.218.108,2447,UNKNOWN,1.0,,,
195.115.218.108,2448,UNKNOWN,1.0,,,
195.115.218.108,2449,UNKNOWN,1.0,,,
195.115.218.108,2451,UNKNOWN,1.0,,,
195.115.218.108,2457,UNKNOWN,1.0,,,
195.115.218.108,2504,UNKNOWN,1.0,,,
195.115.218.108,2505,UNKNOWN,1.0,,,
195.115.218.108,2511,UNKNOWN,1.0,,,
195.115.218.108,2515,UNKNOWN,1.0,,,
195.115.218.108,2521,UNKNOWN,1.0,,,
195.115.218.108,2565,UNKNOWN,1.0,,,
195.115.218.108,2575,UNKNOWN,1.0,,,
195.115.218.108,2576,UNKNOWN,1.0,,,
195.115.218.108,2588,UNKNOWN,1.0,,,
195.115.218.108,2591,UNKNOWN,1.0,,,
195.115.218.108,2592,UNKNOWN,1.0,,,
195.115.218.108,2594,UNKNOWN,1.0,,,
195.115.218.108,2604,UNKNOWN,1.0,,,
195.115.218.108,2605,UNKNOWN,1.0,1.0,,
195.115.218.108,2606,UNKNOWN,2.0,,,
195.115.218.108,2607,UNKNOWN,2.0,,,
195.115.218.108,2608,UNKNOWN,1.0,,,
195.115.218.108,2610,UNKNOWN,1.0,,,
195.115.218.108,2611,UNKNOWN,2.0,,,
195.115.218.108,2612,UNKNOWN,1.0,,,
195.115.218.108,2613,UNKNOWN,1.0,,,
195.115.218.108,2614,UNKNOWN,1.0,,,
195.115.218.108,2624,UNKNOWN,1.0,,,
195.115.218.108,2672,UNKNOWN,1.0,,,
195.115.218.108,2674,UNKNOWN,1.0,,,
195.115.218.108,3135,UNKNOWN,1.0,,,
195.115.218.108,3136,UNKNOWN,1.0,,,
195.115.218.108,3138,UNKNOWN,1.0,,,
195.115.218.108,3139,UNKNOWN,1.0,,,
195.115.218.108,3140,UNKNOWN,1.0,,,
195.115.218.108,3141,UNKNOWN,2.0,,,
195.115.218.108,3143,UNKNOWN,2.0,,,
195.115.218.108,3145,UNKNOWN,2.0,,,
195.115.218.108,3148,UNKNOWN,2.0,,,
195.115.218.108,3201,UNKNOWN,2.0,,,
195.115.218.108,3202,UNKNOWN,2.0,,,
195.115.218.108,3203,UNKNOWN,2.0,,,
195.115.218.108,3204,UNKNOWN,2.0,,,
195.115.218.108,3205,UNKNOWN,1.0,,,
195.115.218.108,3206,UNKNOWN,2.0,,,
195.115.218.108,3257,UNKNOWN,2.0,,,
195.115.218.108,3261,UNKNOWN,1.0,,,
195.115.218.108,3262,UNKNOWN,2.0,,,
195.115.218.108,3263,UNKNOWN,1.0,,,
195.115.218.108,3267,UNKNOWN,1.0,,,
195.115.218.108,3268,UNKNOWN,1.0,,,
195.115.218.108,3270,UNKNOWN,1.0,,,
195.115.218.108,3313,UNKNOWN,1.0,,,
195.115.218.108,3314,UNKNOWN,1.0,,,
195.115.218.108,3315,UNKNOWN,1.0,,,
195.115.218.108,3321,UNKNOWN,1.0,,,
195.115.218.108,3325,UNKNOWN,1.0,,,
195.115.218.108,3326,UNKNOWN,1.0,,,
195.115.218.108,3327,UNKNOWN,1.0,,,
195.115.218.108,3328,UNKNOWN,1.0,,,
195.115.218.108,3329,UNKNOWN,1.0,,,
195.115.218.108,3330,UNKNOWN,1.0,,,
195.115.218.108,3370,UNKNOWN,1.0,,,
195.115.218.108,3392,UNKNOWN,1.0,,,
195.115.218.108,3393,UNKNOWN,1.0,,,
195.115.218.108,3394,UNKNOWN,1.0,,,
195.115.218.108,3432,UNKNOWN,1.0,,,
195.115.218.108,3433,UNKNOWN,1.0,,,
195.115.218.108,3434,UNKNOWN,1.0,,,
195.115.218.108,3457,UNKNOWN,1.0,,,
195.115.218.108,3497,UNKNOWN,1.0,,,
195.115.218.108,3520,UNKNOWN,,,,1.0
195.115.218.108,3521,UNKNOWN,1.0,,,
195.115.218.108,3560,UNKNOWN,1.0,,,
195.115.218.108,3561,UNKNOWN,1.0,,,
195.115.218.108,3591,UNKNOWN,1.0,,,
195.115.218.108,3631,UNKNOWN,,,,1.0
195.115.218.108,3632,UNKNOWN,1.0,,,
195.115.218.108,3692,UNKNOWN,1.0,,,
195.115.218.108,4315,UNKNOWN,1.0,,,
195.115.218.108,4316,UNKNOWN,1.0,,,
195.115.218.108,4317,UNKNOWN,1.0,,,
195.115.218.108,4318,UNKNOWN,1.0,,,
195.115.218.108,4319,UNKNOWN,1.0,,,
195.115.218.108,5297,UNKNOWN,1.0,,,
195.115.218.108,5298,UNKNOWN,1.0,,,
195.115.218.108,5299,UNKNOWN,1.0,,,
195.115.218.108,5300,UNKNOWN,1.0,,,
195.115.218.108,6741,UNKNOWN,1.0,,,
195.115.218.108,6742,UNKNOWN,1.0,,,
195.115.218.108,6813,UNKNOWN,1.0,,,
195.115.218.108,6874,UNKNOWN,1.0,,,
195.115.218.108,6937,UNKNOWN,1.0,,,
195.115.218.108,8303,UNKNOWN,1.0,,,
195.115.218.108,8304,UNKNOWN,1.0,,,
195.115.218.108,8306,UNKNOWN,1.0,,,
195.115.218.108,8314,UNKNOWN,1.0,,,
195.115.218.108,8321,UNKNOWN,1.0,,,
195.115.218.108,8322,UNKNOWN,1.0,,,
195.115.218.108,8323,UNKNOWN,1.0,,,
195.115.218.108,8330,UNKNOWN,1.0,,,
195.115.218.108,8331,UNKNOWN,1.0,,,
195.115.218.108,8336,UNKNOWN,1.0,,,
195.115.218.108,8400,UNKNOWN,1.0,,,
195.115.218.108,9050,UNKNOWN,,1.0,,
195.115.218.108,9115,UNKNOWN,1.0,,,
195.115.218.108,9237,UNKNOWN,1.0,,,
195.115.218.108,9257,UNKNOWN,1.0,,,
195.115.218.108,9314,UNKNOWN,1.0,,,
195.115.218.108,10937,UNKNOWN,1.0,,,
195.115.218.108,10938,UNKNOWN,1.0,,,
195.115.218.108,11002,UNKNOWN,1.0,,,
195.115.218.108,11320,UNKNOWN,1.0,,,
195.115.218.108,11759,UNKNOWN,1.0,,,
195.115.218.108,11760,UNKNOWN,1.0,,,
195.115.218.108,11829,UNKNOWN,1.0,,,
195.115.218.108,11831,UNKNOWN,1.0,,,
195.115.218.108,11834,UNKNOWN,1.0,,,
195.115.218.108,11888,UNKNOWN,1.0,,,
195.115.218.108,11953,UNKNOWN,1.0,,,
195.115.218.108,12029,UNKNOWN,1.0,,,
195.115.218.108,12090,UNKNOWN,1.0,,,
195.115.218.108,12153,UNKNOWN,1.0,,,
195.115.218.108,12154,UNKNOWN,,,,1.0
195.115.218.108,12163,UNKNOWN,1.0,,,
195.115.218.108,12227,UNKNOWN,1.0,,,
195.115.218.108,12263,UNKNOWN,1.0,,,
195.115.218.108,12312,UNKNOWN,1.0,,,
195.115.218.108,12348,UNKNOWN,1.0,,,
195.115.218.108,12358,UNKNOWN,1.0,,,
195.115.218.108,12360,UNKNOWN,1.0,,,
195.115.218.108,12377,UNKNOWN,2.0,,,
195.115.218.108,12378,UNKNOWN,1.0,,,
195.115.218.108,12379,UNKNOWN,1.0,,,
195.115.218.108,12380,UNKNOWN,2.0,,,
195.115.218.108,12381,UNKNOWN,1.0,,,
195.115.218.108,12385,UNKNOWN,1.0,,,
195.115.218.108,12387,UNKNOWN,2.0,,,
195.115.218.108,12388,UNKNOWN,,1.0,,
195.115.218.108,12392,UNKNOWN,1.0,,,
195.115.218.108,12396,UNKNOWN,1.0,,,
195.115.218.108,12404,UNKNOWN,1.0,,,1.0
195.115.218.108,12408,UNKNOWN,1.0,,,
195.115.218.108,12410,UNKNOWN,1.0,,,
195.115.218.108,12411,UNKNOWN,1.0,,,
195.115.218.108,12413,UNKNOWN,1.0,,,
195.115.218.108,12419,UNKNOWN,1.0,,,
195.115.218.108,12423,UNKNOWN,1.0,,,
195.115.218.108,12424,UNKNOWN,1.0,,,
195.115.218.108,12425,UNKNOWN,1.0,,,
195.115.218.108,12429,UNKNOWN,1.0,,,
195.115.218.108,12430,UNKNOWN,1.0,,,
195.115.218.108,12433,UNKNOWN,1.0,,,
195.115.218.108,12437,UNKNOWN,1.0,,,
195.115.218.108,12440,UNKNOWN,1.0,,,
195.115.218.108,12443,UNKNOWN,1.0,,,
195.115.218.108,12444,UNKNOWN,1.0,,,
195.115.218.108,12445,UNKNOWN,1.0,,,
195.115.218.108,12449,UNKNOWN,1.0,,,
195.115.218.108,12450,UNKNOWN,1.0,,,
195.115.218.108,12453,UNKNOWN,1.0,,,
195.115.218.108,12457,UNKNOWN,1.0,,,
195.115.218.108,12458,UNKNOWN,1.0,,,
195.115.218.108,12461,UNKNOWN,1.0,,,
195.115.218.108,12464,UNKNOWN,1.0,,,
195.115.218.108,12476,UNKNOWN,1.0,,,
195.115.218.108,12483,UNKNOWN,,,,1.0
195.115.218.108,12487,UNKNOWN,1.0,,,
195.115.218.108,12488,UNKNOWN,1.0,,,
195.115.218.108,12943,UNKNOWN,1.0,,,
195.115.218.108,12950,UNKNOWN,1.0,,,
195.115.218.108,13014,UNKNOWN,1.0,,,
195.115.218.108,13077,UNKNOWN,1.0,,,
195.115.218.108,13078,UNKNOWN,,,,1.0
195.115.218.108,13141,UNKNOWN,1.0,,,
195.115.218.108,13427,UNKNOWN,1.0,,,
195.115.218.108,13428,UNKNOWN,1.0,,,
195.115.218.108,13490,UNKNOWN,1.0,,,
195.115.218.108,13513,UNKNOWN,1.0,,,
195.115.218.108,13517,UNKNOWN,1.0,,,
195.115.218.108,13554,UNKNOWN,1.0,,,
195.115.218.108,13570,UNKNOWN,1.0,,,
195.115.218.108,13573,UNKNOWN,1.0,,,
195.115.218.108,14443,UNKNOWN,1.0,,,
195.115.218.108,14444,UNKNOWN,1.0,,,
195.115.218.108,14485,UNKNOWN,1.0,,,
195.115.218.108,14488,UNKNOWN,1.0,,,
195.115.218.108,14489,UNKNOWN,2.0,,,
195.115.218.108,14490,UNKNOWN,2.0,,,
195.115.218.108,14491,UNKNOWN,2.0,,,
195.115.218.108,14494,UNKNOWN,1.0,,,
195.115.218.108,14529,UNKNOWN,1.0,,,
195.115.218.108,14533,UNKNOWN,1.0,,,
195.115.218.108,14536,UNKNOWN,1.0,,,
195.115.218.108,14539,UNKNOWN,1.0,,,
195.115.218.108,14540,UNKNOWN,1.0,,,
195.115.218.108,14541,UNKNOWN,1.0,,,
195.115.218.108,14542,UNKNOWN,,,,1.0
195.115.218.108,14543,UNKNOWN,1.0,,,
195.115.218.108,14558,UNKNOWN,1.0,,,
195.115.218.108,14803,UNKNOWN,1.0,,,
195.115.218.108,14812,UNKNOWN,,1.0,,
195.115.218.108,14875,UNKNOWN,1.0,,,
195.115.218.108,14876,UNKNOWN,1.0,,,
195.115.218.108,14912,UNKNOWN,1.0,,,
195.115.218.108,14914,UNKNOWN,1.0,,,
195.115.218.108,14924,UNKNOWN,1.0,,,
195.115.218.108,14925,UNKNOWN,1.0,,,
195.115.218.108,14926,UNKNOWN,1.0,,,
195.115.218.108,14986,UNKNOWN,1.0,,,
195.115.218.108,14987,UNKNOWN,1.0,,,
195.115.218.108,14988,UNKNOWN,1.0,,,
195.115.218.108,14989,UNKNOWN,1.0,,,
195.115.218.108,15049,UNKNOWN,1.0,,,
195.115.218.108,15050,UNKNOWN,1.0,,,
195.115.218.108,15051,UNKNOWN,1.0,,,
195.115.218.108,15052,UNKNOWN,1.0,,,
195.115.218.108,15053,UNKNOWN,1.0,,,
195.115.218.108,15054,UNKNOWN,1.0,,,
195.115.218.108,15059,UNKNOWN,1.0,,,
195.115.218.108,15109,UNKNOWN,1.0,,,
195.115.218.108,15114,UNKNOWN,1.0,,,
195.115.218.108,15176,UNKNOWN,1.0,,,
195.115.218.108,15177,UNKNOWN,1.0,,,
195.115.218.108,15178,UNKNOWN,1.0,,,
195.115.218.108,15236,UNKNOWN,1.0,,,
195.115.218.108,15241,UNKNOWN,1.0,,,
195.115.218.108,15304,UNKNOWN,1.0,,,
195.115.218.108,15305,UNKNOWN,1.0,,,
195.115.218.108,15367,UNKNOWN,1.0,,,
195.115.218.108,15368,UNKNOWN,1.0,,,
195.115.218.108,15370,UNKNOWN,1.0,,,
195.115.218.108,15371,UNKNOWN,1.0,,,
195.115.218.108,15372,UNKNOWN,1.0,,,
195.115.218.108,15374,UNKNOWN,1.0,,,
195.115.218.108,15424,UNKNOWN,1.0,,,
195.115.218.108,15425,UNKNOWN,1.0,,,
195.115.218.108,15426,UNKNOWN,1.0,,,
195.115.218.108,16712,UNKNOWN,1.0,,,
195.115.218.108,16718,UNKNOWN,1.0,,,
195.115.218.108,16723,UNKNOWN,1.0,,,
195.115.218.108,16730,UNKNOWN,,1.0,,
195.115.218.108,16793,UNKNOWN,,1.0,,
195.115.218.108,16857,UNKNOWN,1.0,,,
195.115.218.108,16926,UNKNOWN,1.0,,,
195.115.218.108,16984,UNKNOWN,1.0,,,
195.115.218.108,16985,UNKNOWN,1.0,,,
195.115.218.108,16987,UNKNOWN,1.0,,,
195.115.218.108,16988,UNKNOWN,1.0,,,
195.115.218.108,16990,UNKNOWN,1.0,,,
195.115.218.108,17049,UNKNOWN,1.0,,,
195.115.218.108,17050,UNKNOWN,1.0,,,
195.115.218.108,18389,UNKNOWN,1.0,,,
195.115.218.108,18456,UNKNOWN,1.0,,,
195.115.218.108,18459,UNKNOWN,1.0,,,
195.115.218.108,18460,UNKNOWN,1.0,,,
195.115.218.108,19051,UNKNOWN,1.0,,,
195.115.218.108,19052,UNKNOWN,1.0,,,
195.115.218.108,19053,UNKNOWN,1.0,,,
195.115.218.108,19114,UNKNOWN,1.0,,,
195.115.218.108,19179,UNKNOWN,1.0,,,
195.115.218.108,19181,UNKNOWN,1.0,,,
195.115.218.108,19240,UNKNOWN,1.0,,,
195.115.218.108,19286,UNKNOWN,1.0,,,
195.115.218.108,19287,UNKNOWN,1.0,,,
195.115.218.108,19334,UNKNOWN,1.0,,,
195.115.218.108,19398,UNKNOWN,1.0,,,
195.115.218.108,19407,UNKNOWN,1.0,,,
195.115.218.108,19423,UNKNOWN,1.0,,,
195.115.218.108,19439,UNKNOWN,1.0,,,
195.115.218.108,19440,UNKNOWN,1.0,,,
195.115.218.108,19441,UNKNOWN,1.0,,,
195.115.218.108,19519,UNKNOWN,2.0,,,
195.115.218.108,19520,UNKNOWN,2.0,,,
195.115.218.108,19522,UNKNOWN,2.0,,,
195.115.218.108,19524,UNKNOWN,1.0,,,
195.115.218.108,19525,UNKNOWN,1.0,,,
195.115.218.108,23114,UNKNOWN,1.0,,,
195.115.218.108,23115,UNKNOWN,1.0,,,
195.115.218.108,23179,UNKNOWN,1.0,,,
195.115.218.108,23243,UNKNOWN,1.0,,,
195.115.218.108,25604,UNKNOWN,1.0,,,
195.115.218.108,25616,UNKNOWN,1.0,,,
195.115.218.108,25618,UNKNOWN,1.0,,,
195.115.218.108,25620,UNKNOWN,1.0,,,
195.115.218.108,28762,UNKNOWN,1.0,,,
195.115.218.108,28764,UNKNOWN,1.0,,,
195.115.218.108,28765,UNKNOWN,1.0,,,
195.115.218.108,28766,UNKNOWN,1.0,,,
195.115.218.108,28768,UNKNOWN,1.0,,,
195.115.218.108,28809,UNKNOWN,1.0,,,
195.115.218.108,28813,UNKNOWN,1.0,,,
195.115.218.108,28817,UNKNOWN,1.0,,,
195.115.218.108,28818,UNKNOWN,1.0,,,
195.115.218.108,29167,UNKNOWN,1.0,,,
195.115.218.108,29177,UNKNOWN,1.0,,,
195.115.218.108,29246,UNKNOWN,1.0,,,
195.115.218.108,29305,UNKNOWN,1.0,,,
195.115.218.108,29317,UNKNOWN,1.0,,,
195.115.218.108,29377,UNKNOWN,1.0,,,
195.115.218.108,29389,UNKNOWN,1.0,,,
195.115.218.108,29390,UNKNOWN,1.0,,,
195.115.218.108,29391,UNKNOWN,1.0,,,
195.115.218.108,29395,UNKNOWN,1.0,,,
195.115.218.108,29399,UNKNOWN,1.0,,,
195.115.218.108,29400,UNKNOWN,1.0,,,
195.115.218.108,29401,UNKNOWN,,,,1.0
195.115.218.108,29402,UNKNOWN,1.0,,,
195.115.218.108,29873,UNKNOWN,1.0,,,
195.115.218.108,29877,UNKNOWN,1.0,,,
195.115.218.108,29878,UNKNOWN,1.0,,,
195.115.218.108,29942,UNKNOWN,1.0,,,
195.115.218.108,30005,UNKNOWN,1.0,,,
195.115.218.108,30006,UNKNOWN,1.0,,,
195.115.218.108,31781,UNKNOWN,1.0,,,
195.115.218.108,31832,UNKNOWN,1.0,,,
195.115.218.108,31833,UNKNOWN,1.0,,,
195.115.218.108,31834,UNKNOWN,1.0,,,
195.115.218.108,31836,UNKNOWN,1.0,,,
195.115.218.108,31889,UNKNOWN,1.0,,,
195.115.218.108,31890,UNKNOWN,1.0,,,
195.115.218.108,32388,UNKNOWN,1.0,,,
195.115.218.108,32449,UNKNOWN,1.0,,,
195.115.218.108,32474,UNKNOWN,1.0,,,
195.115.218.108,32475,UNKNOWN,1.0,,,
195.115.218.108,32476,UNKNOWN,1.0,,,
195.115.218.108,32477,UNKNOWN,1.0,,,
195.115.218.108,32511,UNKNOWN,1.0,,,
195.115.218.108,32537,UNKNOWN,1.0,,,
195.115.218.108,32572,UNKNOWN,1.0,,,
195.115.218.108,32573,UNKNOWN,,,,1.0
195.115.218.108,32575,UNKNOWN,1.0,,,
195.115.218.108,32600,UNKNOWN,1.0,,,
195.115.62.29,80,web,,,,3.0
195.224.85.204,80,web,,,,9.0
195.225.2.20,80,web,,,,3.0
195.25.9.147,80,web,,,,461.0
195.25.9.149,80,web,,,,3.0
195.27.241.3,80,web,,,,63.0
195.46.193.95,80,web,,,,2.0
195.67.49.100,80,web,1.0,,,126.0
195.67.49.101,80,web,,,,16.0
195.67.49.22,80,web,,,,4.0
195.67.49.45,80,web,,,,15.0
195.67.49.47,80,web,,1.0,,43.0
195.67.49.82,80,web,,,,22.0
195.67.49.96,80,web,,,,3.0
195.68.29.217,80,web,,,,7.0
195.73.151.50,23,ssh,,20.0,36.0,
195.73.151.50,25,smtp,22.0,589.0,,145.0
195.73.151.50,79,UNKNOWN,,22.0,,54.0
195.73.151.50,110,UNKNOWN,,26.0,,14.0
