no , model , rate
50 , Test Dataset SSH Precision(Hybrid): , 0.6666666666666666
50 , Test Dataset SSH Recall(RF): , 1.0
50 , Test Dataset SSH Recall(DT): , 1.0
50 , Test Dataset SSH Recall(Hybrid): , 1.0
50 , Test Dataset False Positive Rate of total detection(RF): , 0.0030349013657056147
50 , Test Dataset False Positive Rate of total detection(DT): , 0.00834597875569044
50 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.00834597875569044
50 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
50 , Evaluation Total Detection Rate(RF): , 0.9772209567198178
50 , Evaluation Total Detection Rate(DT): , 0.9646924829157175
50 , Evaluation Total Detection Rate(Hybrid): , 0.9646924829157175
50 , Evaluation SSH Precision(RF): , 0.4444444444444444
50 , Evaluation SSH Precision(DT): , 0.3404255319148936
50 , Evaluation SSH Precision(Hybrid): , 0.3404255319148936
50 , Evaluation SSH Recall(RF): , 1.0
50 , Evaluation SSH Recall(DT): , 1.0
50 , Evaluation SSH Recall(Hybrid): , 1.0
50 , Evaluation False Positive Rate of total detection(RF): , 0.02320185614849188
50 , Evaluation False Positive Rate of total detection(DT): , 0.03596287703016241
50 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03596287703016241
50 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
51 , Random Forest Model Accuracy Rate (n=100): , 0.9995856323468475
51 , Decision Tree Model Accuracy Rate (depth=4): , 0.9993021176367959
51 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8844132335943122
51 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938646045563994
51 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949990739025746
51 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7727356917947769
51 , Test Dataset Total Detection Rate(RF): , 0.9947643979057592
51 , Test Dataset Total Detection Rate(DT): , 0.9910246821241586
51 , Test Dataset Total Detection Rate(Hybrid): , 0.9910246821241586
51 , Test Dataset SSH Precision(RF): , 0.7931034482758621
51 , Test Dataset SSH Precision(DT): , 0.6764705882352942
51 , Test Dataset SSH Precision(Hybrid): , 0.6764705882352942
51 , Test Dataset SSH Recall(RF): , 0.9583333333333334
51 , Test Dataset SSH Recall(DT): , 0.9583333333333334
51 , Test Dataset SSH Recall(Hybrid): , 0.9583333333333334
51 , Test Dataset False Positive Rate of total detection(RF): , 0.00456968773800457
51 , Test Dataset False Positive Rate of total detection(DT): , 0.008377760853008377
51 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.008377760853008377
51 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
51 , Evaluation Total Detection Rate(RF): , 0.969248291571754
51 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
51 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
51 , Evaluation SSH Precision(RF): , 0.37209302325581395
51 , Evaluation SSH Precision(DT): , 0.3137254901960784
51 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
51 , Evaluation SSH Recall(RF): , 1.0
51 , Evaluation SSH Recall(DT): , 1.0
51 , Evaluation SSH Recall(Hybrid): , 1.0
51 , Evaluation False Positive Rate of total detection(RF): , 0.031322505800464036
51 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
51 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
51 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
52 , Random Forest Model Accuracy Rate (n=100): , 0.9996292499945478
52 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991712646936951
52 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8441759535908229
52 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938414521207631
52 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9946286349323948
52 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7568531209483238
52 , Test Dataset Total Detection Rate(RF): , 0.9962658700522778
52 , Test Dataset Total Detection Rate(DT): , 0.9887976101568334
52 , Test Dataset Total Detection Rate(Hybrid): , 0.9887976101568334
52 , Test Dataset SSH Precision(RF): , 0.8148148148148148
52 , Test Dataset SSH Precision(DT): , 0.5945945945945946
52 , Test Dataset SSH Precision(Hybrid): , 0.5945945945945946
52 , Test Dataset SSH Recall(RF): , 1.0
52 , Test Dataset SSH Recall(DT): , 1.0
52 , Test Dataset SSH Recall(Hybrid): , 1.0
52 , Test Dataset False Positive Rate of total detection(RF): , 0.0037965072133637054
52 , Test Dataset False Positive Rate of total detection(DT): , 0.011389521640091117
52 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.011389521640091117
52 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
52 , Evaluation Total Detection Rate(RF): , 0.9726651480637813
52 , Evaluation Total Detection Rate(DT): , 0.9567198177676538
52 , Evaluation Total Detection Rate(Hybrid): , 0.9567198177676538
52 , Evaluation SSH Precision(RF): , 0.4
52 , Evaluation SSH Precision(DT): , 0.2962962962962963
52 , Evaluation SSH Precision(Hybrid): , 0.2962962962962963
52 , Evaluation SSH Recall(RF): , 1.0
52 , Evaluation SSH Recall(DT): , 1.0
52 , Evaluation SSH Recall(Hybrid): , 1.0
52 , Evaluation False Positive Rate of total detection(RF): , 0.027842227378190254
52 , Evaluation False Positive Rate of total detection(DT): , 0.04408352668213457
52 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04408352668213457
52 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
53 , Random Forest Model Accuracy Rate (n=100): , 0.9994765882275969
53 , Decision Tree Model Accuracy Rate (depth=4): , 0.9992803088129457
53 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9052188515473361
53 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9939109094276718
53 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.994744397110576
53 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.762942211520652
53 , Test Dataset Total Detection Rate(RF): , 0.9969834087481146
53 , Test Dataset Total Detection Rate(DT): , 0.9909502262443439
53 , Test Dataset Total Detection Rate(Hybrid): , 0.9909502262443439
53 , Test Dataset SSH Precision(RF): , 0.8461538461538461
53 , Test Dataset SSH Precision(DT): , 0.6470588235294118
53 , Test Dataset SSH Precision(Hybrid): , 0.6470588235294118
53 , Test Dataset SSH Recall(RF): , 1.0
53 , Test Dataset SSH Recall(DT): , 1.0
53 , Test Dataset SSH Recall(Hybrid): , 1.0
53 , Test Dataset False Positive Rate of total detection(RF): , 0.003067484662576687
53 , Test Dataset False Positive Rate of total detection(DT): , 0.009202453987730062
53 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.009202453987730062
53 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
53 , Evaluation Total Detection Rate(RF): , 0.9738041002277904
53 , Evaluation Total Detection Rate(DT): , 0.958997722095672
53 , Evaluation Total Detection Rate(Hybrid): , 0.958997722095672
53 , Evaluation SSH Precision(RF): , 0.3939393939393939
53 , Evaluation SSH Precision(DT): , 0.3076923076923077
53 , Evaluation SSH Precision(Hybrid): , 0.3076923076923077
53 , Evaluation SSH Recall(RF): , 0.8125
53 , Evaluation SSH Recall(DT): , 1.0
53 , Evaluation SSH Recall(Hybrid): , 1.0
53 , Evaluation False Positive Rate of total detection(RF): , 0.02320185614849188
53 , Evaluation False Positive Rate of total detection(DT): , 0.04176334106728538
53 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04176334106728538
53 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
54 , Random Forest Model Accuracy Rate (n=100): , 0.9995202058752971
54 , Decision Tree Model Accuracy Rate (depth=4): , 0.9990622205744444
54 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9251084988986544
54 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9937951472494907
54 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949759214669384
54 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.788734024819411
54 , Test Dataset Total Detection Rate(RF): , 0.9946768060836502
54 , Test Dataset Total Detection Rate(DT): , 0.9946768060836502
54 , Test Dataset Total Detection Rate(Hybrid): , 0.9946768060836502
54 , Test Dataset SSH Precision(RF): , 0.7777777777777778
54 , Test Dataset SSH Precision(DT): , 0.7586206896551724
54 , Test Dataset SSH Precision(Hybrid): , 0.7586206896551724
54 , Test Dataset SSH Recall(RF): , 0.9545454545454546
54 , Test Dataset SSH Recall(DT): , 1.0
54 , Test Dataset SSH Recall(Hybrid): , 1.0
54 , Test Dataset False Positive Rate of total detection(RF): , 0.004640371229698376
54 , Test Dataset False Positive Rate of total detection(DT): , 0.005413766434648105
54 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.005413766434648105
54 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545414
54 , Evaluation Total Detection Rate(RF): , 0.9715261958997722
54 , Evaluation Total Detection Rate(DT): , 0.9635535307517085
54 , Evaluation Total Detection Rate(Hybrid): , 0.9635535307517085
54 , Evaluation SSH Precision(RF): , 0.37142857142857144
54 , Evaluation SSH Precision(DT): , 0.3333333333333333
54 , Evaluation SSH Precision(Hybrid): , 0.3333333333333333
54 , Evaluation SSH Recall(RF): , 0.8125
54 , Evaluation SSH Recall(DT): , 1.0
54 , Evaluation SSH Recall(Hybrid): , 1.0
54 , Evaluation False Positive Rate of total detection(RF): , 0.025522041763341066
54 , Evaluation False Positive Rate of total detection(DT): , 0.037122969837587005
54 , Evaluation False Positive Rate of total detection(Hybrid): , 0.037122969837587005
54 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
55 , Random Forest Model Accuracy Rate (n=100): , 0.9994765882275969
55 , Decision Tree Model Accuracy Rate (depth=4): , 0.9992803088129457
55 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8600091597060171
55 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9952537506945731
55 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9950685312094832
55 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7794962030005557
55 , Test Dataset Total Detection Rate(RF): , 0.9931818181818182
55 , Test Dataset Total Detection Rate(DT): , 0.990909090909091
55 , Test Dataset Total Detection Rate(Hybrid): , 0.990909090909091
55 , Test Dataset SSH Precision(RF): , 0.7333333333333333
55 , Test Dataset SSH Precision(DT): , 0.6571428571428571
55 , Test Dataset SSH Precision(Hybrid): , 0.6571428571428571
55 , Test Dataset SSH Recall(RF): , 0.9565217391304348
55 , Test Dataset SSH Recall(DT): , 1.0
55 , Test Dataset SSH Recall(Hybrid): , 1.0
55 , Test Dataset False Positive Rate of total detection(RF): , 0.006168080185042405
55 , Test Dataset False Positive Rate of total detection(DT): , 0.009252120277563608
55 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.009252120277563608
55 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04347826086956519
55 , Evaluation Total Detection Rate(RF): , 0.9738041002277904
55 , Evaluation Total Detection Rate(DT): , 0.9624145785876993
55 , Evaluation Total Detection Rate(Hybrid): , 0.9624145785876993
55 , Evaluation SSH Precision(RF): , 0.41025641025641024
55 , Evaluation SSH Precision(DT): , 0.32653061224489793
55 , Evaluation SSH Precision(Hybrid): , 0.32653061224489793
55 , Evaluation SSH Recall(RF): , 1.0
55 , Evaluation SSH Recall(DT): , 1.0
55 , Evaluation SSH Recall(Hybrid): , 1.0
55 , Evaluation False Positive Rate of total detection(RF): , 0.02668213457076566
55 , Evaluation False Positive Rate of total detection(DT): , 0.0382830626450116
55 , Evaluation False Positive Rate of total detection(Hybrid): , 0.0382830626450116
55 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
56 , Random Forest Model Accuracy Rate (n=100): , 0.999672867642248
56 , Decision Tree Model Accuracy Rate (depth=4): , 0.9993021176367959
56 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8983490720345452
56 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9939572142989442
56 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951611409520281
56 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7855852935728839
56 , Test Dataset Total Detection Rate(RF): , 0.9977460555972952
56 , Test Dataset Total Detection Rate(DT): , 0.9932381667918858
56 , Test Dataset Total Detection Rate(Hybrid): , 0.9932381667918858
56 , Test Dataset SSH Precision(RF): , 0.8846153846153846
56 , Test Dataset SSH Precision(DT): , 0.71875
56 , Test Dataset SSH Precision(Hybrid): , 0.71875
56 , Test Dataset SSH Recall(RF): , 1.0
56 , Test Dataset SSH Recall(DT): , 1.0
56 , Test Dataset SSH Recall(Hybrid): , 1.0
56 , Test Dataset False Positive Rate of total detection(RF): , 0.0022935779816513763
56 , Test Dataset False Positive Rate of total detection(DT): , 0.006880733944954129
56 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.006880733944954129
56 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
56 , Evaluation Total Detection Rate(RF): , 0.9749430523917996
56 , Evaluation Total Detection Rate(DT): , 0.9646924829157175
56 , Evaluation Total Detection Rate(Hybrid): , 0.9646924829157175
56 , Evaluation SSH Precision(RF): , 0.42105263157894735
56 , Evaluation SSH Precision(DT): , 0.3404255319148936
56 , Evaluation SSH Precision(Hybrid): , 0.3404255319148936
56 , Evaluation SSH Recall(RF): , 1.0
56 , Evaluation SSH Recall(DT): , 1.0
56 , Evaluation SSH Recall(Hybrid): , 1.0
56 , Evaluation False Positive Rate of total detection(RF): , 0.025522041763341066
56 , Evaluation False Positive Rate of total detection(DT): , 0.03596287703016241
56 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03596287703016241
56 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
57 , Random Forest Model Accuracy Rate (n=100): , 0.9995638235229974
57 , Decision Tree Model Accuracy Rate (depth=4): , 0.9992148823413953
57 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8551021743397379
57 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938414521207631
57 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9950685312094832
57 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.780839044267457
57 , Test Dataset Total Detection Rate(RF): , 0.994748687171793
57 , Test Dataset Total Detection Rate(DT): , 0.9902475618904726
57 , Test Dataset Total Detection Rate(Hybrid): , 0.9902475618904726
57 , Test Dataset SSH Precision(RF): , 0.7666666666666667
57 , Test Dataset SSH Precision(DT): , 0.6388888888888888
57 , Test Dataset SSH Precision(Hybrid): , 0.6388888888888888
57 , Test Dataset SSH Recall(RF): , 1.0
57 , Test Dataset SSH Recall(DT): , 1.0
57 , Test Dataset SSH Recall(Hybrid): , 1.0
57 , Test Dataset False Positive Rate of total detection(RF): , 0.0053435114503816794
57 , Test Dataset False Positive Rate of total detection(DT): , 0.009923664122137405
57 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.009923664122137405
57 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
57 , Evaluation Total Detection Rate(RF): , 0.9715261958997722
57 , Evaluation Total Detection Rate(DT): , 0.9635535307517085
57 , Evaluation Total Detection Rate(Hybrid): , 0.9635535307517085
57 , Evaluation SSH Precision(RF): , 0.37142857142857144
57 , Evaluation SSH Precision(DT): , 0.3333333333333333
57 , Evaluation SSH Precision(Hybrid): , 0.3333333333333333
57 , Evaluation SSH Recall(RF): , 0.8125
57 , Evaluation SSH Recall(DT): , 1.0
57 , Evaluation SSH Recall(Hybrid): , 1.0
57 , Evaluation False Positive Rate of total detection(RF): , 0.025522041763341066
57 , Evaluation False Positive Rate of total detection(DT): , 0.037122969837587005
57 , Evaluation False Positive Rate of total detection(Hybrid): , 0.037122969837587005
57 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
58 , Random Forest Model Accuracy Rate (n=100): , 0.999672867642248
58 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991930735175452
58 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9165376311255534
58 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9940266716058529
58 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951842933876643
58 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7875995554732358
58 , Test Dataset Total Detection Rate(RF): , 0.9954785229841748
58 , Test Dataset Total Detection Rate(DT): , 0.9917106254709872
58 , Test Dataset Total Detection Rate(Hybrid): , 0.9917106254709872
58 , Test Dataset SSH Precision(RF): , 0.8
58 , Test Dataset SSH Precision(DT): , 0.6857142857142857
58 , Test Dataset SSH Precision(Hybrid): , 0.6857142857142857
58 , Test Dataset SSH Recall(RF): , 1.0
58 , Test Dataset SSH Recall(DT): , 1.0
58 , Test Dataset SSH Recall(Hybrid): , 1.0
58 , Test Dataset False Positive Rate of total detection(RF): , 0.004604758250191865
58 , Test Dataset False Positive Rate of total detection(DT): , 0.00844205679201842
58 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.00844205679201842
58 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
58 , Evaluation Total Detection Rate(RF): , 0.9749430523917996
58 , Evaluation Total Detection Rate(DT): , 0.9658314350797267
58 , Evaluation Total Detection Rate(Hybrid): , 0.9658314350797267
58 , Evaluation SSH Precision(RF): , 0.4166666666666667
58 , Evaluation SSH Precision(DT): , 0.34782608695652173
58 , Evaluation SSH Precision(Hybrid): , 0.34782608695652173
58 , Evaluation SSH Recall(RF): , 0.9375
58 , Evaluation SSH Recall(DT): , 1.0
58 , Evaluation SSH Recall(Hybrid): , 1.0
58 , Evaluation False Positive Rate of total detection(RF): , 0.024361948955916472
58 , Evaluation False Positive Rate of total detection(DT): , 0.03480278422273782
58 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03480278422273782
58 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0625
59 , Random Forest Model Accuracy Rate (n=100): , 0.9997164852899483
59 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991058382221447
59 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9131354546049332
59 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938877569920356
59 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9953000555658456
59 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7897990368586776
59 , Test Dataset Total Detection Rate(RF): , 0.9962908011869436
59 , Test Dataset Total Detection Rate(DT): , 0.9955489614243324
59 , Test Dataset Total Detection Rate(Hybrid): , 0.9955489614243324
59 , Test Dataset SSH Precision(RF): , 0.8518518518518519
59 , Test Dataset SSH Precision(DT): , 0.8214285714285714
59 , Test Dataset SSH Precision(Hybrid): , 0.8214285714285714
59 , Test Dataset SSH Recall(RF): , 0.9583333333333334
59 , Test Dataset SSH Recall(DT): , 0.9583333333333334
59 , Test Dataset SSH Recall(Hybrid): , 0.9583333333333334
59 , Test Dataset False Positive Rate of total detection(RF): , 0.0030211480362537764
59 , Test Dataset False Positive Rate of total detection(DT): , 0.0037764350453172208
59 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.0037764350453172208
59 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
59 , Evaluation Total Detection Rate(RF): , 0.9726651480637813
59 , Evaluation Total Detection Rate(DT): , 0.9715261958997722
59 , Evaluation Total Detection Rate(Hybrid): , 0.9681093394077449
59 , Evaluation SSH Precision(RF): , 0.39473684210526316
59 , Evaluation SSH Precision(DT): , 0.3902439024390244
59 , Evaluation SSH Precision(Hybrid): , 0.36363636363636365
59 , Evaluation SSH Recall(RF): , 0.9375
59 , Evaluation SSH Recall(DT): , 1.0
59 , Evaluation SSH Recall(Hybrid): , 1.0
59 , Evaluation False Positive Rate of total detection(RF): , 0.02668213457076566
59 , Evaluation False Positive Rate of total detection(DT): , 0.029002320185614848
59 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03248259860788863
59 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0625
60 , Random Forest Model Accuracy Rate (n=100): , 0.999672867642248
60 , Decision Tree Model Accuracy Rate (depth=4): , 0.9993675441083463
60 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8645890127145444
60 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938414521207631
60 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951148360807557
60 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7880626041859604
60 , Test Dataset Total Detection Rate(RF): , 0.9955022488755623
60 , Test Dataset Total Detection Rate(DT): , 0.9917541229385307
60 , Test Dataset Total Detection Rate(Hybrid): , 0.9917541229385307
60 , Test Dataset SSH Precision(RF): , 0.8148148148148148
60 , Test Dataset SSH Precision(DT): , 0.6875
60 , Test Dataset SSH Precision(Hybrid): , 0.6875
60 , Test Dataset SSH Recall(RF): , 0.9565217391304348
60 , Test Dataset SSH Recall(DT): , 0.9565217391304348
60 , Test Dataset SSH Recall(Hybrid): , 0.9565217391304348
60 , Test Dataset False Positive Rate of total detection(RF): , 0.0038138825324180014
60 , Test Dataset False Positive Rate of total detection(DT): , 0.007627765064836003
60 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.007627765064836003
60 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
60 , Evaluation Total Detection Rate(RF): , 0.9715261958997722
60 , Evaluation Total Detection Rate(DT): , 0.9681093394077449
60 , Evaluation Total Detection Rate(Hybrid): , 0.9669703872437357
60 , Evaluation SSH Precision(RF): , 0.37142857142857144
60 , Evaluation SSH Precision(DT): , 0.36363636363636365
60 , Evaluation SSH Precision(Hybrid): , 0.35555555555555557
60 , Evaluation SSH Recall(RF): , 0.8125
60 , Evaluation SSH Recall(DT): , 1.0
60 , Evaluation SSH Recall(Hybrid): , 1.0
60 , Evaluation False Positive Rate of total detection(RF): , 0.025522041763341066
60 , Evaluation False Positive Rate of total detection(DT): , 0.03248259860788863
60 , Evaluation False Positive Rate of total detection(Hybrid): , 0.033642691415313224
60 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
61 , Random Forest Model Accuracy Rate (n=100): , 0.9995856323468475
61 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991494558698449
61 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9058076897912896
61 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.993934061863308
61 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951379885163919
61 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7855852935728839
61 , Test Dataset Total Detection Rate(RF): , 0.995475113122172
61 , Test Dataset Total Detection Rate(DT): , 0.9932126696832579
61 , Test Dataset Total Detection Rate(Hybrid): , 0.9932126696832579
61 , Test Dataset SSH Precision(RF): , 0.7777777777777778
61 , Test Dataset SSH Precision(DT): , 0.7
61 , Test Dataset SSH Precision(Hybrid): , 0.7
61 , Test Dataset SSH Recall(RF): , 1.0
61 , Test Dataset SSH Recall(DT): , 1.0
61 , Test Dataset SSH Recall(Hybrid): , 1.0
61 , Test Dataset False Positive Rate of total detection(RF): , 0.004597701149425287
61 , Test Dataset False Positive Rate of total detection(DT): , 0.006896551724137931
61 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.006896551724137931
61 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
61 , Evaluation Total Detection Rate(RF): , 0.969248291571754
61 , Evaluation Total Detection Rate(DT): , 0.9646924829157175
61 , Evaluation Total Detection Rate(Hybrid): , 0.9646924829157175
61 , Evaluation SSH Precision(RF): , 0.37209302325581395
61 , Evaluation SSH Precision(DT): , 0.3404255319148936
61 , Evaluation SSH Precision(Hybrid): , 0.3404255319148936
61 , Evaluation SSH Recall(RF): , 1.0
61 , Evaluation SSH Recall(DT): , 1.0
61 , Evaluation SSH Recall(Hybrid): , 1.0
61 , Evaluation False Positive Rate of total detection(RF): , 0.031322505800464036
61 , Evaluation False Positive Rate of total detection(DT): , 0.03596287703016241
61 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03596287703016241
61 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
62 , Random Forest Model Accuracy Rate (n=100): , 0.9995420146991473
62 , Decision Tree Model Accuracy Rate (depth=4): , 0.9990404117505943
62 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8289533945434323
62 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9953232080014818
62 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949759214669384
62 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7350666790146323
62 , Test Dataset Total Detection Rate(RF): , 0.9947526236881559
62 , Test Dataset Total Detection Rate(DT): , 0.9895052473763118
62 , Test Dataset Total Detection Rate(Hybrid): , 0.9895052473763118
62 , Test Dataset SSH Precision(RF): , 0.75
62 , Test Dataset SSH Precision(DT): , 0.6
62 , Test Dataset SSH Precision(Hybrid): , 0.6
62 , Test Dataset SSH Recall(RF): , 1.0
62 , Test Dataset SSH Recall(DT): , 1.0
62 , Test Dataset SSH Recall(Hybrid): , 1.0
62 , Test Dataset False Positive Rate of total detection(RF): , 0.005331302361005331
62 , Test Dataset False Positive Rate of total detection(DT): , 0.010662604722010662
62 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.010662604722010662
62 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
62 , Evaluation Total Detection Rate(RF): , 0.969248291571754
62 , Evaluation Total Detection Rate(DT): , 0.9567198177676538
62 , Evaluation Total Detection Rate(Hybrid): , 0.9567198177676538
62 , Evaluation SSH Precision(RF): , 0.37209302325581395
62 , Evaluation SSH Precision(DT): , 0.2962962962962963
62 , Evaluation SSH Precision(Hybrid): , 0.2962962962962963
62 , Evaluation SSH Recall(RF): , 1.0
62 , Evaluation SSH Recall(DT): , 1.0
62 , Evaluation SSH Recall(Hybrid): , 1.0
62 , Evaluation False Positive Rate of total detection(RF): , 0.031322505800464036
62 , Evaluation False Positive Rate of total detection(DT): , 0.04408352668213457
62 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04408352668213457
62 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
63 , Random Forest Model Accuracy Rate (n=100): , 0.9997819117614987
63 , Decision Tree Model Accuracy Rate (depth=4): , 0.9993675441083463
63 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8934202778444158
63 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9946517873680312
63 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9952074458233006
63 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7975087979255417
63 , Test Dataset Total Detection Rate(RF): , 0.9969902182091799
63 , Test Dataset Total Detection Rate(DT): , 0.9924755455229496
63 , Test Dataset Total Detection Rate(Hybrid): , 0.9924755455229496
63 , Test Dataset SSH Precision(RF): , 0.8461538461538461
63 , Test Dataset SSH Precision(DT): , 0.6875
63 , Test Dataset SSH Precision(Hybrid): , 0.6875
63 , Test Dataset SSH Recall(RF): , 1.0
63 , Test Dataset SSH Recall(DT): , 1.0
63 , Test Dataset SSH Recall(Hybrid): , 1.0
63 , Test Dataset False Positive Rate of total detection(RF): , 0.00306044376434583
63 , Test Dataset False Positive Rate of total detection(DT): , 0.0076511094108645756
63 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.0076511094108645756
63 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
63 , Evaluation Total Detection Rate(RF): , 0.9772209567198178
